outcome,month,mmwr_week,age_group,vaccine_product,boosted_with_outcome,boosted_population,primary_series_only_with_outcome,primary_series_only_population,unvaccinated_with_outcome,unvaccinated_population,crude_booster_ir,crude_primary_series_only_ir,crude_unvax_ir,crude_booster_irr,crude_irr,age_adj_booster_ir,age_adj_vax_ir,age_adj_unvax_ir,age_adj_booster_irr,age_adj_irr,continuity_correction
death,AUG 2022,202232,all_ages,Janssen,30,4058774,31,6681326,655,51119502.95,0.739139454,0.463979755,1.281311363,1.733517749,2.761567395,0.501154093,0.540863305,2.87388217,5.734527982,5.313509239,1
death,AUG 2022,202232,all_ages,Moderna,282,27247243,133,22104814,655,51119502.95,1.034967097,0.601678892,1.281311363,1.23802135,2.129560102,0.390353751,0.407728667,2.87388217,7.362250692,7.048516337,1
death,AUG 2022,202232,all_ages,Pfizer,267,38044906,183,44372480,655,51119502.95,0.701802233,0.412417787,1.281311363,1.825744208,3.10682857,0.357657997,0.526187883,2.87388217,8.035280067,5.461703443,1
death,AUG 2022,202233,5-11,all_types,0,707125,0,4810124,0,12676390,0,0,0,,,,,,,,0
death,AUG 2022,202233,12-17,all_types,0,2899488,0,6990166,1,5995433,0,0,0.0166794,,,,,,,,0
death,AUG 2022,202233,18-49,all_types,14,25462029,13,37100009,35,23522021.75,0.0549838,0.0350404,0.148796733,2.70619053,4.246430884,,,,,,1
death,AUG 2022,202233,50-64,all_types,31,18556182,32,14551842,66,6032214.600000001,0.167060228,0.219903432,1.094125531,6.549287896,4.975481828,,,,,,1
death,AUG 2022,202233,65+,all_types,460,22057918,256,9584739,437,2794596.600000001,2.085418941,2.670912583,15.637319533,7.498406783,5.854672906,,,,,,1
death,AUG 2022,202233,all_ages,all_types,505,69682742,301,73036880,539,51020655.95,0.724713158,0.412120562,1.056434869,1.457728286,2.563412185,0.337574248,0.415598505,2.375380583,7.036616675,5.715565748,1
death,AUG 2022,202233,all_ages,Janssen,21,4069922,22,6673471,539,51020655.95,0.515980405,0.329663529,1.056434869,2.047432151,3.204585211,0.372023982,0.405765433,2.375380583,6.385020046,5.854073291,1
death,AUG 2022,202233,all_ages,Moderna,245,27316257,140,22060362,539,51020655.95,0.896901797,0.634622406,1.056434869,1.177871281,1.664666832,0.351864876,0.433987138,2.375380583,6.750831773,5.473389362,1
death,AUG 2022,202233,all_ages,Pfizer,238,38235793,139,44259427,539,51020655.95,0.622453417,0.314057387,1.056434869,1.697211134,3.36382748,0.323437361,0.405291746,2.375380583,7.344174996,5.860915274,1
death,AUG 2022,202234,5-11,all_types,0,757663,0,4786962,0,12650217,0,0,0,,,,,,,,0
death,AUG 2022,202234,12-17,all_types,0,2933300,1,6966932,2,5984719,0,0.0143535,0.0334184,,2.328240307,,,,,,0
death,AUG 2022,202234,18-49,all_types,11,25527781,9,37068855,28,23482435.75,0.0430903,0.0242791,0.119238056,2.767166357,4.911131362,,,,,,1
death,AUG 2022,202234,50-64,all_types,34,18600074,38,14521981,57,6022592.600000001,0.182794972,0.261672288,0.946436257,5.177583654,3.616876144,,,,,,1
death,AUG 2022,202234,65+,all_types,355,22098976,194,9557198,359,2788552.600000001,1.606409274,2.029883654,12.874062336,8.014185763,6.342266124,,,,,,1
death,AUG 2022,202234,all_ages,all_types,400,69917794,242,72901928,446,50928516.95,0.57210043,0.331952812,0.875737262,1.530740437,2.638137803,0.269120572,0.33123421,1.963168463,7.294754354,5.926828827,1
death,AUG 2022,202234,all_ages,Janssen,14,4079936,24,6667260,446,50928516.95,0.343142638,0.359967963,0.875737262,2.552108559,2.432820008,0.216184532,0.397868259,1.963168463,9.080984859,4.934217335,1
death,AUG 2022,202234,all_ages,Moderna,192,27373745,116,22025131,446,50928516.95,0.701402019,0.526671101,0.875737262,1.248552526,1.662778269,0.268888541,0.358365086,1.963168463,7.301049188,5.478124229,1
death,AUG 2022,202234,all_ages,Pfizer,193,38403294,102,44165442,446,50928516.95,0.502561056,0.2309498,0.875737262,1.742548992,3.791894437,0.270688495,0.301002293,1.963168463,7.252500567,6.52210468,1
death,AUG 2022,202235,5-11,all_types,0,799056,0,4771034,0,12628880,0,0,0,,,,,,,,0
death,AUG 2022,202235,12-17,all_types,0,2959504,0,6950266,0,5975801,0,0,0,,,,,,,,0
death,AUG 2022,202235,18-49,all_types,6,25588220,8,37041267,19,23447781.75,0.0234483,0.0215975,0.081031119,3.455736845,3.751869156,,,,,,1
death,AUG 2022,202235,50-64,all_types,20,18637715,26,14496429,67,6015441.600000001,0.107309292,0.179354516,1.11380019,10.379345259,6.210048224,,,,,,1
death,AUG 2022,202235,65+,all_types,361,22134591,182,9532968,312,2784802.600000001,1.630931423,1.909164071,11.203666644,6.869489719,5.868362396,,,,,,1
death,AUG 2022,202235,all_ages,all_types,387,70119086,216,72791964,398,50852706.95,0.551918204,0.296736052,0.782652535,1.418058925,2.637537738,0.250457648,0.298914045,1.741129532,6.951792245,5.824850199,1
death,AUG 2022,202235,all_ages,Janssen,13,4088735,20,6661494,398,50852706.95,0.317946749,0.300232951,0.782652535,2.461583702,2.606817583,0.230421155,0.328554396,1.741129532,7.55629201,5.299364595,1
death,AUG 2022,202235,all_ages,Moderna,201,27423832,85,21995068,398,50852706.95,0.732939146,0.386450271,0.782652535,1.067827444,2.025234791,0.284921657,0.264907485,1.741129532,6.110906248,6.572594698,1
death,AUG 2022,202235,all_ages,Pfizer,172,38545542,108,44090431,398,50852706.95,0.446225403,0.24495111,0.782652535,1.753939893,3.195137739,0.226483983,0.31778505,1.741129532,7.687649734,5.47895356,1
