outcome,month,mmwr_week,age_group,vaccine_product,boosted_with_outcome,boosted_population,primary_series_only_with_outcome,primary_series_only_population,unvaccinated_with_outcome,unvaccinated_population,crude_booster_ir,crude_primary_series_only_ir,crude_unvax_ir,crude_booster_irr,crude_irr,age_adj_booster_ir,age_adj_vax_ir,age_adj_unvax_ir,age_adj_booster_irr,age_adj_irr,continuity_correction
case,SEP 2021,202138,18-49,all_types,119,307241,52609,52473497,170089,34939594,38.731809882,100.258231312,486.808747692,12.568706424,4.855548929,,,,,,0
case,SEP 2021,202138,50-64,all_types,147,376834,28091,30068369,46391,9714056,39.009218913,93.423757039,477.565704789,12.242380599,5.111822944,,,,,,0
case,SEP 2021,202138,65+,all_types,280,878779,27243,29106029,24190,4820712.8,31.862390886,93.599164627,501.793012851,15.748755787,5.361084309,,,,,,1
case,SEP 2021,202138,all_ages,all_types,546,1562854,107943,111647895,240670,49474362.8,34.936084881,96.681625749,486.453966012,13.924112209,5.031503786,37.618215603,97.743583411,487.492641919,12.958951777,4.987464393,0
case,SEP 2021,202138,all_ages,Janssen,7,28692,11003,9567298,240670,49474362.8,24.397044472,115.006347665,486.453966012,19.939053133,4.229801014,31.020156501,114.456488571,487.492641919,15.71535082,4.259196206,0
case,SEP 2021,202138,all_ages,Moderna,202,685545,35197,44214235,240670,49474362.8,29.465607655,79.605584039,486.453966012,16.509212086,6.110802048,36.951175273,81.632505053,487.492641919,13.192885972,5.971795691,0
case,SEP 2021,202138,all_ages,Pfizer,334,843948,61644,57790888,240670,49474362.8,39.575898041,106.667334823,486.453966012,12.291672207,4.560477365,40.079401498,106.631212605,487.492641919,12.163171697,4.571763089,0
case,SEP 2021,202139,18-49,all_types,153,373796,49759,53423700,142930,34270943,40.931417137,93.140310387,417.058847783,10.18921105,4.477748099,,,,,,0
case,SEP 2021,202139,50-64,all_types,159,455661,26669,30300581,40212,9522246,34.894362256,88.014813973,422.295328224,12.102107645,4.798002849,,,,,,0
case,SEP 2021,202139,65+,all_types,312,1069305,25679,29037813,21558,4630749.800000001,29.17783046,88.432968419,465.540159393,15.955269876,5.264328086,,,,,,1
case,SEP 2021,202139,all_ages,all_types,624,1898762,102107,112762094,204700,48423938.8,32.86351844,90.550819321,422.724803212,12.863041551,4.668370826,37.710445042,91.30325679,426.371625393,11.306459654,4.669840271,0
case,SEP 2021,202139,all_ages,Janssen,12,33189,10218,9649337,204700,48423938.8,36.156557896,105.893285725,422.724803212,11.691511245,3.99198873,34.923024106,105.511643942,426.371625393,12.208897606,4.040991207,0
case,SEP 2021,202139,all_ages,Moderna,221,818346,33370,44592911,204700,48423938.8,27.005691969,74.832522147,422.724803212,15.65317429,5.648945019,35.502284384,76.537471857,426.371625393,12.009695511,5.570756586,0
case,SEP 2021,202139,all_ages,Pfizer,389,1041557,58439,58444572,204700,48423938.8,37.34793199,99.990466181,422.724803212,11.318559842,4.227651089,39.46640651,99.655030619,426.371625393,10.803406317,4.278475685,0
case,OCT 2021,202140,18-49,all_types,198,442130,47005,54290995,125308,33684533,44.783208559,86.579735737,372.004563638,8.306786754,4.296670121,,,,,,0
case,OCT 2021,202140,50-64,all_types,180,535682,25087,30502674,35913,9350144,33.602025082,82.2452484,384.090341282,11.430571233,4.670061174,,,,,,0
case,OCT 2021,202140,65+,all_types,368,1337729,24113,28882681,19468,4466268.800000001,27.509308687,83.486017105,435.88957297,15.845166374,5.221108733,,,,,,1
case,OCT 2021,202140,all_ages,all_types,746,2315541,96205,113676350,180689,47500945.8,32.217093111,84.630620177,380.390320565,11.80709629,4.494712667,39.582995572,85.177244167,385.323913736,9.734581938,4.523789394,0
case,OCT 2021,202140,all_ages,Janssen,12,36973,9711,9724228,180689,47500945.8,32.456116626,99.863968636,380.390320565,11.720142769,3.809084756,28.213148959,99.785993396,385.323913736,13.657600373,3.861503009,0
case,OCT 2021,202140,all_ages,Moderna,249,947759,32029,44876270,180689,47500945.8,26.272501765,71.371796275,380.390320565,14.478648587,5.329700812,37.007556771,72.746521346,385.323913736,10.412033308,5.296801917,0
case,OCT 2021,202140,all_ages,Pfizer,485,1324327,54389,59000740,180689,47500945.8,36.622374987,92.183589562,380.390320565,10.38682829,4.126442921,42.130049397,91.776705758,385.323913736,9.146058912,4.198493622,0
case,OCT 2021,202141,18-49,all_types,216,701625,42657,54797007,106654,33166535,30.785676109,77.845492547,321.571125835,10.445478758,4.130889475,,,,,,0
case,OCT 2021,202141,50-64,all_types,193,782716,23040,30485292,31320,9194218,24.657730262,75.577429273,340.64887302,13.815094471,4.507283144,,,,,,0
case,OCT 2021,202141,65+,all_types,487,2499495,21283,27847757,17678,4328796.800000001,19.483935755,76.426262984,408.381377477,20.959901665,5.343469137,,,,,,1
case,OCT 2021,202141,all_ages,all_types,896,3983836,86980,113130056,155652,46689549.8,22.490885669,76.8849615,333.376527867,14.822738987,4.336043374,27.623275511,77.145608629,340.206551093,12.315938092,4.409927631,0
case,OCT 2021,202141,all_ages,Janssen,8,40706,8869,9791777,155652,46689549.8,19.65312239,90.576000659,333.376527867,16.963031179,3.680627599,19.421209974,90.439147156,340.206551093,17.517268571,3.761717816,0
case,OCT 2021,202141,all_ages,Moderna,226,1058172,29705,45094797,155652,46689549.8,21.357586479,65.87234443,333.376527867,15.609279082,5.060948274,24.453737047,66.578569734,340.206551093,13.912251957,5.109850699,0
case,OCT 2021,202141,all_ages,Pfizer,662,2876209,48314,58169953,155652,46689549.8,23.016408057,83.056625471,333.376527867,14.484298638,4.013846288,29.083729423,82.749576944,340.206551093,11.697487146,4.111278434,0
case,OCT 2021,202142,18-49,all_types,252,1069883,40708,55120485,97059,32697573,23.553977398,73.852760911,296.838545173,12.602480684,4.01932902,,,,,,0
case,OCT 2021,202142,50-64,all_types,269,1146408,22259,30328268,28115,9045243,23.464595502,73.393574602,310.826364753,13.246610824,4.235062353,,,,,,0
case,OCT 2021,202142,65+,all_types,675,3728867,19319,26735539,16029,4216317.5,18.102013293,72.259624165,380.16586749,21.001303079,5.261110501,,,,,,1
case,OCT 2021,202142,all_ages,all_types,1196,5945158,82286,112184292,141203,45959133.5,20.117211351,73.34894978,307.235992602,15.272295312,4.188689729,22.607624495,73.488727863,313.852581227,13.882598824,4.27075812,0
case,OCT 2021,202142,all_ages,Janssen,6,45170,8628,9855790,141203,45959133.5,13.283152535,87.542449667,307.235992602,23.129749643,3.509565859,14.910774125,87.056660096,313.852581227,21.048711395,3.605153022,0
case,OCT 2021,202142,all_ages,Moderna,256,1166966,28734,45231338,141203,45959133.5,21.937228677,63.526752182,307.235992602,14.005232709,4.836324573,25.47924095,64.006138359,313.852581227,12.317972182,4.90347628,0
case,OCT 2021,202142,all_ages,Pfizer,934,4721345,44835,57025743,141203,45959133.5,19.782498419,78.622386384,307.235992602,15.530697189,3.907741888,22.191297708,78.28254666,313.852581227,14.143047664,4.009228041,0
case,OCT 2021,202143,18-49,all_types,440,1423252,43219,55360474,97195,32219370,30.915115524,78.068334458,301.666357846,9.75789198,3.864132109,,,,,,0
case,OCT 2021,202143,50-64,all_types,381,1524735,22827,30126357,28084,8858249,24.987948726,75.770860712,317.037825421,12.687629101,4.184165554,,,,,,0
case,OCT 2021,202143,65+,all_types,846,4728768,18863,25833845,15424,4039875.8,17.890494945,73.016618316,381.793915546,21.340601069,5.228863296,,,,,,1
case,OCT 2021,202143,all_ages,all_types,1667,7676755,84909,111320676,140703,45117494.8,21.714904279,76.274240376,311.859070686,14.361521777,4.088655215,27.499928736,76.74401272,318.415126075,11.578761863,4.149054953,0
case,OCT 2021,202143,all_ages,Janssen,14,48800,9019,9916793,140703,45117494.8,28.68852459,90.946740544,311.859070686,10.870516178,3.429029659,34.608364803,90.520687873,318.415126075,9.200525014,3.517595077,0
case,OCT 2021,202143,all_ages,Moderna,335,1259990,30507,45368554,140703,45117494.8,26.587512599,67.242610377,311.859070686,11.729531656,4.637819218,36.705906868,68.189523059,318.415126075,8.674765269,4.669560833,0
case,OCT 2021,202143,all_ages,Pfizer,1313,6354436,45255,55965229,140703,45117494.8,20.662730729,80.862708522,311.859070686,15.092829442,3.856648836,25.828988576,80.768795732,318.415126075,12.32782016,3.942303747,0
case,NOV 2021,202144,18-49,all_types,699,1796926,50707,55511547,99374,31737200,38.899765488,91.344959275,313.115208651,8.049282681,3.427832375,,,,,,0
case,NOV 2021,202144,50-64,all_types,484,1946845,23998,29860193,27928,8665592,24.860736217,80.367866343,322.286117325,12.963659423,4.010136538,,,,,,0
case,NOV 2021,202144,65+,all_types,1087,5690504,17960,24962729,14884,3884542.8,19.101998698,71.947261856,383.159634642,20.058614844,5.325562429,,,,,,1
case,NOV 2021,202144,all_ages,all_types,2270,9434275,92665,110334469,142186,44287334.8,24.061202371,83.985540366,321.053413221,13.343199075,3.822722481,32.69242591,85.824365804,326.894395606,9.999086532,3.808876332,0
case,NOV 2021,202144,all_ages,Janssen,19,77040,10385,9955332,142186,44287334.8,24.66251298,104.315958524,321.053413221,13.017871029,3.077701799,23.740981615,104.195741766,326.894395606,13.769203014,3.137310509,0
case,NOV 2021,202144,all_ages,Moderna,373,1492804,32619,45346609,142186,44287334.8,24.986535406,71.932611323,321.053413221,12.849056822,4.463252582,35.564654814,75.061664145,326.894395606,9.191552605,4.355011301,0
case,NOV 2021,202144,all_ages,Pfizer,1874,7849145,49546,54963791,142186,44287334.8,23.875211886,90.142981586,321.053413221,13.44714404,3.561601886,32.388019697,90.764277471,326.894395606,10.093065234,3.601575473,0
case,NOV 2021,202145,18-49,all_types,911,2484728,55574,55293043,107727,31284395,36.663972878,100.508123599,344.34739748,9.391982659,3.426065328,,,,,,0
case,NOV 2021,202145,50-64,all_types,739,2764675,27036,29193647,31107,8486192,26.730085815,92.609189938,366.560172101,13.713393015,3.958140357,,,,,,0
case,NOV 2021,202145,65+,all_types,1428,7724792,18534,23060036,16106,3760248.15,18.485934637,80.372814683,428.322795664,23.170199617,5.329199896,,,,,,1
case,NOV 2021,202145,all_ages,all_types,3078,12974195,101144,107546726,154940,43530835.15,23.724015247,94.046563537,355.931604496,15.003008588,3.784631688,31.561815297,95.483843371,363.133532563,11.505470428,3.803088771,0
case,NOV 2021,202145,all_ages,Janssen,102,338063,11397,9769516,154940,43530835.15,30.171891038,116.658798655,355.931604496,11.796794707,3.051048087,31.801914452,116.780988737,363.133532563,11.418606044,3.109526101,0
case,NOV 2021,202145,all_ages,Moderna,642,3335602,35627,43752829,154940,43530835.15,19.246900559,81.427877498,355.931604496,18.492931025,4.37112713,27.501138764,84.134153902,363.133532563,13.204308944,4.31612509,0
case,NOV 2021,202145,all_ages,Pfizer,2323,9281642,54020,53958741,154940,43530835.15,25.027899158,100.113529335,355.931604496,14.221393583,3.555279759,32.554008044,100.301529175,363.133532563,11.154802569,3.620418707,0
case,NOV 2021,202146,18-49,all_types,1369,3391469,60069,54826658,114262,30801507,40.365988897,109.561666152,370.962368822,9.189973514,3.385877395,,,,,,0
case,NOV 2021,202146,50-64,all_types,1097,3763879,29797,28341046,34508,8286050,29.145464028,105.137262753,416.4589883,14.288981225,3.961097877,,,,,,0
case,NOV 2021,202146,65+,all_types,1903,9784711,19183,21123748,18265,3643728,19.448709318,90.812482709,501.272323291,25.774066294,5.519861459,,,,,,1
case,NOV 2021,202146,all_ages,all_types,4369,16940059,109049,104291452,167035,42731285,25.790937328,104.561781343,390.8962719,15.156342204,3.738423991,34.537476918,105.475385318,402.342009379,11.649432595,3.814558327,0
case,NOV 2021,202146,all_ages,Janssen,205,650082,12449,9545705,167035,42731285,31.534483342,130.414673405,390.8962719,12.395835621,2.997333518,34.46390134,130.051243452,402.342009379,11.674302494,3.09371905,0
case,NOV 2021,202146,all_ages,Moderna,1122,5594994,37357,41736085,167035,42731285,20.053640808,89.50767663,390.8962719,19.492533832,4.367181527,28.418654867,91.57972022,402.342009379,14.157672531,4.393352681,0
case,NOV 2021,202146,all_ages,Pfizer,3032,10671927,59151,52947835,167035,42731285,28.410988943,111.715615945,390.8962719,13.758629546,3.499029823,36.947091752,111.513658782,402.342009379,10.889680089,3.608006533,0
case,NOV 2021,202147,18-49,all_types,1655,4431350,54773,54179980,100906,30324088,37.347535176,101.094537133,332.758564742,8.909786501,3.291558319,,,,,,0
case,NOV 2021,202147,50-64,all_types,1240,4771677,26983,27462652,31475,8080329,25.986670934,98.253438889,389.526218549,14.98946208,3.964504683,,,,,,0
case,NOV 2021,202147,65+,all_types,2136,11464643,16871,19544297,17568,3569274,18.631195058,86.321856447,492.20093498,26.418108632,5.701927128,,,,,,1
case,NOV 2021,202147,all_ages,all_types,5031,20667670,98627,101186929,149949,41973691,24.342366604,97.470099127,357.245208671,14.675861821,3.665177443,31.865418624,98.005214621,371.37569593,11.654505479,3.789346285,0
case,NOV 2021,202147,all_ages,Janssen,259,935148,11101,9343907,149949,41973691,27.69615077,118.804692727,357.245208671,12.898731367,3.006995772,29.997711106,118.303110758,371.37569593,12.380134425,3.139187918,0
case,NOV 2021,202147,all_ages,Moderna,1420,7674502,32963,39864978,149949,41973691,18.502829239,82.686612796,357.245208671,19.307599074,4.320472161,25.091120335,84.3518649,371.37569593,14.80108066,4.402696922,0
case,NOV 2021,202147,all_ages,Pfizer,3335,12031880,54483,51919047,149949,41973691,27.718029103,104.938366839,357.245208671,12.888550169,3.404333605,35.40548558,104.612053664,371.37569593,10.489213461,3.550027773,0
case,DEC 2021,202148,18-49,all_types,2991,5671933,84591,53310997,156554,29849357,52.733345052,158.674578905,524.480309576,9.945894937,3.30538334,,,,,,0
case,DEC 2021,202148,50-64,all_types,2311,5955261,39387,26407845,45544,7877074.3,38.806023783,149.148860878,578.184212379,14.899341804,3.876558017,,,,,,1
case,DEC 2021,202148,65+,all_types,3738,13013666,22571,18090435,23565,3485645,28.723650968,124.767591271,676.058520016,23.536650016,5.418542693,,,,,,1
case,DEC 2021,202148,all_ages,all_types,9040,24640860,146549,97809277,225663,41212076.3,36.687031216,149.831390738,547.565229078,14.925307689,3.654542792,45.831418789,150.976752057,561.139433169,12.243553615,3.716727413,0
case,DEC 2021,202148,all_ages,Janssen,563,1218076,16421,9138094,225663,41212076.3,46.220432879,179.698304701,547.565229078,11.84682174,3.04713631,49.706054622,178.791778461,561.139433169,11.289156571,3.138508034,0
case,DEC 2021,202148,all_ages,Moderna,2630,9746061,47748,37991254,225663,41212076.3,26.98526102,125.681558182,547.565229078,20.291270434,4.356766713,34.806696939,128.914368756,561.139433169,16.121593903,4.352807515,0
case,DEC 2021,202148,all_ages,Pfizer,5819,13647677,82237,50623433,225663,41212076.3,42.637292779,162.448485072,547.565229078,12.842401414,3.370700741,51.627515397,162.042621092,561.139433169,10.868999386,3.462912593,0
case,DEC 2021,202149,18-49,all_types,4018,7116867,77452,52195074,142523,29292283,56.457427123,148.389482119,486.554769391,8.618082583,3.278903346,,,,,,0
case,DEC 2021,202149,50-64,all_types,2698,7242160,34758,25237775,43200,7650425.3,37.254078894,137.72212487,564.674489404,15.157386954,4.100100038,,,,,,1
case,DEC 2021,202149,65+,all_types,3700,14182274,18703,16993803,22854,3407501,26.088905066,110.057766352,670.6967951,25.708123565,6.094043313,,,,,,1
case,DEC 2021,202149,all_ages,all_types,10416,28541301,130913,94426652,208577,40350209.3,36.494482154,138.639883155,516.916773465,14.164244646,3.728485351,47.406839367,139.707611815,533.691384872,11.25768754,3.820059465,0
case,DEC 2021,202149,all_ages,Janssen,683,1474086,14501,8949326,208577,40350209.3,46.333795993,162.034548747,516.916773465,11.156365724,3.190163934,49.884763267,160.890125241,533.691384872,10.698484866,3.317117095,0
case,DEC 2021,202149,all_ages,Moderna,3165,11615997,42842,36286801,208577,40350209.3,27.246907863,118.064968031,516.916773465,18.971575639,4.378240066,39.180522026,121.538514025,533.691384872,13.621344415,4.391129751,0
case,DEC 2021,202149,all_ages,Pfizer,6537,15419300,73451,49136790,208577,40350209.3,42.394920651,149.482699216,516.916773465,12.192893996,3.45803746,52.285087563,149.075288059,533.691384872,10.207334629,3.580012434,0
case,DEC 2021,202150,18-49,all_types,17555,8626600,161969,51002040,205211,28767563,203.498481441,317.573571567,713.341620213,3.505390385,2.246224762,,,,,,0
case,DEC 2021,202150,50-64,all_types,7193,8553709,46673,24041546,48439,7459180.650000001,84.092175687,194.134769869,649.38767772,7.722331744,3.345035401,,,,,,1
case,DEC 2021,202150,65+,all_types,6717,15222881,20019,16022778,23292,3346808.850000001,44.124367786,124.940881038,695.946528288,15.772385265,5.570206665,,,,,,1
case,DEC 2021,202150,all_ages,all_types,31465,32403190,228661,91066364,276942,39573552.5,97.10463692,251.09270861,699.815868186,7.206822356,2.787081601,152.237591372,259.83509715,697.458675474,4.581382753,2.684235822,0
case,DEC 2021,202150,all_ages,Janssen,2153,1720473,22319,8766761,276942,39573552.5,125.140005103,254.586614144,699.815868186,5.592263382,2.748832143,155.719615171,254.780422674,697.458675474,4.478939116,2.737489279,0
case,DEC 2021,202150,all_ages,Moderna,9701,13437454,72587,34627404,276942,39573552.5,72.19373551,209.622991085,699.815868186,9.693581628,3.338449969,127.935575351,229.11280169,697.458675474,5.451639808,3.044171562,0
case,DEC 2021,202150,all_ages,Pfizer,19561,17210837,133622,47620826,276942,39573552.5,113.655134843,280.595720872,699.815868186,6.157362526,2.494036139,167.047882483,282.305672885,697.458675474,4.175202134,2.470579738,0
case,DEC 2021,202151,18-49,all_types,50931,10689831,362848,49298223,382462,28184696,476.443453596,736.0265298,1356.984655786,2.848154688,1.843662695,,,,,,0
case,DEC 2021,202151,50-64,all_types,24876,10191590,96995,22536148,77537,7260709.650000001,244.083602264,430.397421955,1067.898369962,4.375133602,2.481191372,,,,,,1
case,DEC 2021,202151,65+,all_types,19789,16391767,32395,14930785,33735,3292930.850000001,120.725239689,216.96782855,1024.467306989,8.485941379,4.721747523,,,,,,1
case,DEC 2021,202151,all_ages,all_types,95596,37273188,492238,86765156,493734,38738336.5,256.473902903,567.32220939,1274.535885143,4.969456427,2.246582038,368.930574217,585.898846178,1241.961249665,3.366382015,2.119753705,0
case,DEC 2021,202151,all_ages,Janssen,6163,2027436,41562,8534291,493734,38738336.5,303.980002328,487.00003316,1274.535885143,4.192828066,2.617116629,356.271158118,485.272422026,1241.961249665,3.485999979,2.559307295,0
case,DEC 2021,202151,all_ages,Moderna,30891,15648546,158050,32601310,493734,38738336.5,197.404921837,484.796469835,1274.535885143,6.456454445,2.629012306,318.265945851,531.348552901,1241.961249665,3.902275018,2.337375801,0
case,DEC 2021,202151,all_ages,Pfizer,58444,19559737,292429,45581136,493734,38738336.5,298.797473606,641.557068696,1274.535885143,4.265551076,1.986629011,404.703749733,642.491569927,1241.961249665,3.068815771,1.933038981,0
case,DEC 2021,202152,12-17,all_types,511,119592,86430,8848802,97464,7149315,427.286106094,976.742388405,1363.263473494,3.190516738,1.395724696,,,,,,0
case,DEC 2021,202152,18-49,all_types,120051,12626398,738458,47698280,808219,27701016,950.79372597,1548.185804603,2917.651107093,3.068647833,1.884561335,,,,,,0
case,DEC 2021,202152,50-64,all_types,76083,11503532,237185,21330069,184137,7121955.650000001,661.388171911,1111.974837025,2585.483665572,3.909177357,2.325127853,,,,,,1
case,DEC 2021,202152,65+,all_types,68955,17229984,85967,14201167,79578,3222357.850000001,400.203505703,605.351658776,2469.558121858,6.170755845,4.079543,,,,,,1
case,DEC 2021,202152,all_ages,all_types,265600,41479506,1148040,92078318,1169398,45194644.5,640.316208202,1246.808179098,2587.470291972,4.04092581,2.075275359,760.026194174,1266.008097011,2627.75068244,3.457447523,2.075619175,0
case,DEC 2021,202152,all_ages,Janssen,15910,2293148,84388,8340644,1169398,45194644.5,693.806069211,1011.768395822,2587.470291972,3.729385497,2.557374101,713.931078143,939.97020087,2627.75068244,3.680678378,2.795568072,0
case,DEC 2021,202152,all_ages,Moderna,90935,17402332,358417,31052468,1169398,45194644.5,522.544909498,1154.230317539,2587.470291972,4.951670651,2.241727888,669.596256824,1171.703202494,2627.75068244,3.924380783,2.242676027,0
case,DEC 2021,202152,all_ages,Pfizer,158463,21744084,704705,52635034,1169398,45194644.5,728.763740979,1338.851609747,2587.470291972,3.550492631,1.932604236,818.939718337,1361.322085522,2627.75068244,3.208722967,1.93029314,0
case,JAN 2022,202201,12-17,all_types,2483,279724,167014,9019474,178593,7281325,887.660694113,1851.704434205,2452.754134721,2.763166321,1.324592678,,,,,,0
case,JAN 2022,202201,18-49,all_types,212916,15005812,948059,47231512,1060588,28319139,1418.890227333,2007.259475411,3745.127985706,2.639476905,1.865791659,,,,,,1
case,JAN 2022,202201,50-64,all_types,123414,13083659,302519,20744052,257555,7264320.05,943.268240177,1458.340925871,3545.479800274,3.758718516,2.431173491,,,,,,1
case,JAN 2022,202201,65+,all_types,103500,18560479,116208,13949921,116791,3333101.850000001,557.636470481,833.036975622,3503.973333428,6.283615794,4.206263871,,,,,,1
case,JAN 2022,202201,all_ages,all_types,442313,46929674,1533800,90944959,1613527,46197885.9,942.501752729,1686.514587356,3492.642506397,3.705714601,2.07092339,1146.200228802,1712.546562118,3538.001796421,3.086722291,2.065930279,0
case,JAN 2022,202201,all_ages,Janssen,27693,2625414,111475,8351348,1613527,46197885.9,1054.805070743,1334.814451511,3492.642506397,3.311173413,2.616575287,1072.25960205,1249.861772254,3538.001796421,3.299575765,2.830714464,0
case,JAN 2022,202201,all_ages,Moderna,154054,19614130,471423,30452729,1613527,46197885.9,785.423569641,1548.048452406,3492.642506397,4.446826708,2.256158392,1045.239611454,1579.121004073,3538.001796421,3.384871524,2.240488086,0
case,JAN 2022,202201,all_ages,Pfizer,260014,24642518,950119,52089001,1613527,46197885.9,1055.143796588,1824.029990516,3492.642506397,3.310110449,1.914794452,1214.757410587,1815.148302054,3538.001796421,2.912517154,1.949153021,0
case,JAN 2022,202202,12-17,all_types,3271,419358,161753,8943238,199112,7162530,780.001812294,1808.662589545,2779.911567561,3.563980908,1.536998434,,,,,,0
case,JAN 2022,202202,18-49,all_types,186428,16566845,703477,45929378,857402,27769889,1125.307806043,1531.649307334,3087.524044479,2.743715122,2.015816564,,,,,,1
case,JAN 2022,202202,50-64,all_types,111028,13985824,240912,19927165,225211,7122788.05,793.860983808,1208.962740059,3161.837730101,3.982860721,2.615330998,,,,,,1
case,JAN 2022,202202,65+,all_types,99330,19070865,103693,13481249,110596,3294346.850000001,520.846851991,769.16463749,3357.144983079,6.445551068,4.364663714,,,,,,1
case,JAN 2022,202202,all_ages,all_types,400057,50042892,1209835,88281030,1392321,45349553.9,799.428218497,1370.435981547,3070.197786444,3.840492136,2.240307339,937.209751518,1385.636440681,3110.18317444,3.318556139,2.244588178,0
case,JAN 2022,202202,all_ages,Janssen,25422,2838979,88635,8172414,1392321,45349553.9,895.462770242,1084.563263682,3070.197786444,3.428615782,2.830814844,894.676876797,1032.316164722,3110.18317444,3.47632006,3.012820375,0
case,JAN 2022,202202,all_ages,Moderna,142928,20846185,373435,29347689,1392321,45349553.9,685.631447673,1272.451128946,3070.197786444,4.477912728,2.412821771,873.659710487,1297.152936837,3110.18317444,3.559948041,2.397699675,0
case,JAN 2022,202202,all_ages,Pfizer,231192,26308488,747173,50710571,1392321,45349553.9,878.773420958,1473.406797174,3070.197786444,3.493730822,2.083740751,979.792830996,1438.447087127,3110.18317444,3.174327344,2.162181148,0
case,JAN 2022,202203,12-17,all_types,3272,621294,110710,8821919,141459,7046740,526.642781034,1254.94237705,2007.438900825,3.811765723,1.599626355,,,,,,0
case,JAN 2022,202203,18-49,all_types,160029,18177127,491886,44604781,632710,27336019,880.386652962,1102.76519461,2314.565262777,2.629032659,2.098874061,,,,,,1
case,JAN 2022,202203,50-64,all_types,91684,14860070,171178,19142078,174169,7021498.05,616.982288778,894.249830139,2480.510551448,4.020391827,2.773845147,,,,,,1
case,JAN 2022,202203,65+,all_types,85758,19564803,82695,13030890,93178,3263538.850000001,438.327950453,634.607459659,2855.12151939,6.513665205,4.499035547,,,,,,1
case,JAN 2022,202203,all_ages,all_types,340743,53223294,856469,85599668,1041516,44667795.9,640.214038612,1000.551777841,2331.693290467,3.642052735,2.330407423,728.513355948,1009.374635739,2395.207815811,3.287802202,2.37296216,0
case,JAN 2022,202203,all_ages,Janssen,21826,3058477,63990,7991753,1041516,44667795.9,713.623152961,800.700422048,2331.693290467,3.267401402,2.912067018,714.949890275,759.144923987,2395.207815811,3.350175793,3.155139078,0
case,JAN 2022,202203,all_ages,Moderna,125039,22074163,274095,28267823,1041516,44667795.9,566.449563682,969.636041658,2331.693290467,4.116329926,2.404709799,711.23332621,974.984282801,2395.207815811,3.367682204,2.456663003,0
case,JAN 2022,202203,all_ages,Pfizer,193515,28039734,518008,49291243,1041516,44667795.9,690.145634049,1050.912836586,2331.693290467,3.378552548,2.218731382,754.087366417,1029.121029876,2395.207815811,3.176300151,2.327430639,0
case,JAN 2022,202204,12-17,all_types,3449,1049251,59344,8486162,81978,6955250,328.710670755,699.303171445,1178.649221811,3.585673745,1.685462429,,,,,,0
case,JAN 2022,202204,18-49,all_types,114710,19793872,278691,43280474,402745,26965602,579.522793721,643.918548582,1493.550932036,2.577208262,2.319471827,,,,,,1
case,JAN 2022,202204,50-64,all_types,66465,15686738,102994,18404366,121278,6936888.05,423.701855669,559.617212568,1748.305567653,4.126263655,3.12410971,,,,,,1
case,JAN 2022,202204,65+,all_types,66874,20038086,56522,12600758,72737,3235717.850000001,333.73446945,448.560316768,2247.940128649,6.735714571,5.011455638,,,,,,1
case,JAN 2022,202204,all_ages,all_types,251498,56567947,497551,82771760,678738,44093457.9,444.594533367,601.112021781,1539.316788308,3.462293557,2.560781905,487.764409243,604.595397894,1622.094917504,3.325570474,2.682942879,0
case,JAN 2022,202204,all_ages,Janssen,15357,3276356,38696,7816772,678738,44093457.9,468.721958175,495.038105243,1539.316788308,3.284072277,3.109491516,468.554413047,464.384293431,1622.094917504,3.461913648,3.49300125,0
case,JAN 2022,202204,all_ages,Moderna,93516,23263468,163345,27223620,678738,44093457.9,401.986496596,600.012048361,1539.316788308,3.829274867,2.565476464,466.004487658,584.590927924,1622.094917504,3.48085686,2.774752122,0
case,JAN 2022,202204,all_ages,Pfizer,142389,29975536,295293,47684057,678738,44093457.9,475.017360824,619.269874625,1539.316788308,3.240548484,2.485696223,505.630062697,610.537611537,1622.094917504,3.208066603,2.65683045,0
case,FEB 2022,202205,12-17,all_types,2632,1433000,29007,8186746,41393,6885906,183.670621075,354.316599049,601.126416771,3.272850134,1.69657989,,,,,,0
case,FEB 2022,202205,18-49,all_types,69667,21025251,140294,42299628,212864,26677734,331.349195308,331.66721939,797.90884788,2.408060316,2.405751311,,,,,,1
case,FEB 2022,202205,50-64,all_types,40292,16287560,53365,17877417,68251,6877973.700000002,247.378981259,298.505091647,992.312605092,4.011305245,3.324273632,,,,,,1
case,FEB 2022,202205,65+,all_types,44290,20380395,33656,12293143,46055,3215921.850000001,217.316690869,273.778642289,1432.093258112,6.589890783,5.230843597,,,,,,1
case,FEB 2022,202205,all_ages,all_types,156881,59126206,256322,80656934,368563,43657535.550000004,265.332431443,317.792888086,844.21393777,3.181721636,2.656490971,283.412588316,319.181178879,909.447228998,3.20891614,2.849313459,0
case,FEB 2022,202205,all_ages,Janssen,9201,3441532,20469,7682744,368563,43657535.550000004,267.35186539,266.428244908,844.21393777,3.157688601,3.168635285,252.940660223,249.517742724,909.447228998,3.595496383,3.64481988,0
case,FEB 2022,202205,all_ages,Moderna,59207,24127684,84795,26482260,368563,43657535.550000004,245.390315954,320.195481806,844.21393777,3.440290357,2.636557933,281.101826717,310.104153366,909.447228998,3.235294625,2.932715409,0
